split,file_name,question,answer,receipt_currency,question_category,operations
train,receipt_00300,Which position has the highest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00300,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00300,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00300,What is the maximum price of a position?,59091.0,Indonesian rupiah,amount,sorting
train,receipt_00300,How much should be paid for 3 products from the 2nd position?,19092.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00300,How many positions are in the receipt?,2.0,Indonesian rupiah,count,counting
train,receipt_00300,How many goods in the 1st position can be bought for 157500?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00300,How much is the largest unit price?,59091.0,Indonesian rupiah,amount,division;sorting
train,receipt_00300,What is the total amount due?,72001.0,Indonesian rupiah,amount,-
train,receipt_00300,How much in total was paid in taxes?,6546.0,Indonesian rupiah,amount,-
train,receipt_00300,How much was paid digitally?,72001.0,Indonesian rupiah,amount,-
train,receipt_00301,What is the lowest price of a position?,0.0,Indonesian rupiah,amount,sorting
train,receipt_00301,How many positions does the receipt contain?,2.0,Indonesian rupiah,count,counting
train,receipt_00301,What is the total quantity of goods sold?,3.0,Indonesian rupiah,count,summation
train,receipt_00301,Which position is the largest by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00301,What is the quantity of items in the 2nd position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00301,What is the price of the 2nd position in thousands?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00301,What is the total amount due?,16000.0,Indonesian rupiah,amount,-
train,receipt_00301,What share of the cash received was used for the payment?,0.32,Indonesian rupiah,ratio,division
train,receipt_00301,What share of cash was returned as change?,0.68,Indonesian rupiah,ratio,division
train,receipt_00301,What is the quantity of the change?,34000.0,Indonesian rupiah,amount,-
train,receipt_00302,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00302,What is the maximum price of a position?,210000.0,Indonesian rupiah,amount,sorting
train,receipt_00302,How much should be paid for 3 items from the 2nd position?,315000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00302,What is the position number of the maximum quantity of items?,2.0,Indonesian rupiah,count,sorting
train,receipt_00302,What is the highest price in the first 2 positions?,210000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00302,What is the total number of positions?,2.0,Indonesian rupiah,count,counting
train,receipt_00302,What is the price of the 2nd position in thousands?,210.0,Indonesian rupiah,amount,division;sorting
train,receipt_00302,What is the maximum unit price in the receipt?,155000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00302,What is the total discount amount?,73000.0,Indonesian rupiah,amount,-
train,receipt_00302,What is the total amount of taxes to be paid?,32120.0,Indonesian rupiah,amount,-
train,receipt_00302,How much was paid in real money after all the reductions applied?,353320.0,Indonesian rupiah,amount,subtraction
train,receipt_00302,How much was charged for the service?,28200.0,Indonesian rupiah,amount,-
train,receipt_00303,What is the lowest price of a position?,4000.0,Indonesian rupiah,amount,sorting
train,receipt_00303,Which position is the lowest by quantity?,2.0,Indonesian rupiah,count,sorting
train,receipt_00303,How many positions are with unit price larger than or equal to 6000.0?,19.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00303,What is the quantity of products in the 7th position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00303,What is the maximum unit price?,45000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00303,What is the lowest price in the first 19 positions?,4000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00303,What is the total number of positions?,21.0,Indonesian rupiah,count,counting
train,receipt_00303,How many goods in the 3rd position can be purchased for 5191537?,136.0,Indonesian rupiah,count,division;sorting
train,receipt_00303,What is the price of the 21th position in thousands?,31.0,Indonesian rupiah,amount,division;sorting
train,receipt_00303,How much was paid in real money after all the reductions applied?,836000.0,Indonesian rupiah,amount,subtraction
train,receipt_00303,What is the total amount of taxes to be paid?,76000.0,Indonesian rupiah,amount,-
train,receipt_00304,How many goods in the 1st position can be bought for 26419?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00304,How many positions do contain zero price?,2.0,Indonesian rupiah,count,counting
train,receipt_00304,Which position is the minimum by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00304,How many goods were sold in total?,5.0,Indonesian rupiah,count,summation
train,receipt_00304,How many positions are with unit price larger than 25000.0?,0.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00304,How many positions are in the receipt?,5.0,Indonesian rupiah,count,counting
train,receipt_00304,What is the minimum price in the first 2 positions?,0.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00304,How much is the minimum unit price?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00304,What is the total amount paid?,35000.0,Indonesian rupiah,amount,-
train,receipt_00304,What is the ratio of change to cash?,0.3,Indonesian rupiah,ratio,division
train,receipt_00304,How much cash was received?,50000.0,Indonesian rupiah,amount,-
train,receipt_00304,What is the change amount?,15000.0,Indonesian rupiah,amount,-
train,receipt_00304,What is ratio of the amount due and the cash received?,0.7,Indonesian rupiah,ratio,division
train,receipt_00304,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00305,How many goods in the 2nd position can be purchased for 48136?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00305,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00305,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00305,Which position has the minimum amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00305,What is the least unit price in the receipt?,19000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00305,What is the average price of a position?,21000.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00305,How many positions are with unit price lower than or equal to 19000.0?,1.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00305,What is the lowest price in the first 2 positions?,19000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00305,How much should be paid for 4 items from the 2nd position?,76000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00305,What is the change amount?,58000.0,Indonesian rupiah,amount,-
train,receipt_00305,What is ratio of the amount due and the cash received?,0.42,Indonesian rupiah,ratio,division
train,receipt_00305,How much cash was received?,100000.0,Indonesian rupiah,amount,-
train,receipt_00305,How much was paid in real money after all the reductions applied?,42000.0,Indonesian rupiah,amount,subtraction
train,receipt_00305,What share of cash was returned as change?,0.58,Indonesian rupiah,ratio,division
train,receipt_00306,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00306,How many goods in the 1st position can be bought for 66028?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00306,How much should be paid for 3 products from the 1st position?,77925.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00306,What is the price of the 1st position in thousands?,25.975,Indonesian rupiah,amount,division;sorting
train,receipt_00306,How much in total was paid in taxes?,2727.0,Indonesian rupiah,amount,-
train,receipt_00306,What is the total amount paid?,30000.0,Indonesian rupiah,amount,-
train,receipt_00306,How much was charged for the service?,1298.0,Indonesian rupiah,amount,-
train,receipt_00307,What is the price of the 1st position in thousands?,10.455,Indonesian rupiah,amount,division;sorting
train,receipt_00307,What is the quantity of items in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00307,How many goods in the 1st position can be purchased for 15404?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00307,What is the total amount due?,11500.0,Indonesian rupiah,amount,-
train,receipt_00307,What is the total amount of taxes to be paid?,1046.0,Indonesian rupiah,amount,-
train,receipt_00307,What share of the cash received was used for the payment?,0.23,Indonesian rupiah,ratio,division
train,receipt_00307,What is the quantity of the change?,38500.0,Indonesian rupiah,amount,-
train,receipt_00307,What share of cash was returned as change?,0.77,Indonesian rupiah,ratio,division
train,receipt_00307,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00308,What is the position number of the maximum quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00308,How many positions were bought?,5.0,Indonesian rupiah,count,counting
train,receipt_00308,How much should be paid for 3 products from the 3rd position?,15000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00308,What is the price of the 1st position in thousands?,15.0,Indonesian rupiah,amount,division;sorting
train,receipt_00308,What is the cash value?,150000.0,Indonesian rupiah,amount,-
train,receipt_00308,How much was paid in real money after all the reductions applied?,140000.0,Indonesian rupiah,amount,subtraction
train,receipt_00308,What is the quantity of the change?,10000.0,Indonesian rupiah,amount,-
train,receipt_00308,What is ratio of the amount due and the cash received?,0.9333,Indonesian rupiah,ratio,division
train,receipt_00308,What share of cash was returned as change?,0.0667,Indonesian rupiah,ratio,division
train,receipt_00309,How many positions were bought?,1.0,Indonesian rupiah,count,counting
train,receipt_00309,What would be the price of the 1st position if the quantity in that position were to change to 3?,28500.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00309,How many goods in the 1st position can be bought for 25847?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00309,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00309,What is the quantity of the change?,500.0,Indonesian rupiah,amount,-
train,receipt_00309,What is the ratio of change to cash?,0.05,Indonesian rupiah,ratio,division
train,receipt_00309,What is ratio of the amount due and the cash received?,0.95,Indonesian rupiah,ratio,division
train,receipt_00309,What is the total amount paid?,9500.0,Indonesian rupiah,amount,-
train,receipt_00309,How much cash was received?,10000.0,Indonesian rupiah,amount,-
train,receipt_00310,How much should be paid for 6 items from the 1st position?,2310000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00310,How many goods in the 1st position can be purchased for 352819?,0.0,Indonesian rupiah,count,division;sorting
train,receipt_00310,What is the price of the 1st position in thousands?,770.0,Indonesian rupiah,amount,division;sorting
train,receipt_00310,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00310,What is the quantity of items in the 1st position?,2.0,Indonesian rupiah,count,sorting
train,receipt_00310,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00310,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00310,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00310,How much was paid in real money after all the reductions applied?,770000.0,Indonesian rupiah,amount,subtraction
train,receipt_00310,How much was paid by cash?,770000.0,Indonesian rupiah,amount,-
train,receipt_00310,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00311,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00311,How many goods in the 1st position can be bought for 51529?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00311,How much should be paid for 4 items from the 1st position?,80000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00311,What is the price of the 1st position in thousands?,20.0,Indonesian rupiah,amount,division;sorting
train,receipt_00311,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00311,What is the quantity of the change?,0.0,Indonesian rupiah,amount,-
train,receipt_00311,How much was paid in real money after all the reductions applied?,22000.0,Indonesian rupiah,amount,subtraction
train,receipt_00311,How much was paid by cash?,22000.0,Indonesian rupiah,amount,-
train,receipt_00311,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00312,What is the total number of positions?,1.0,Indonesian rupiah,count,counting
train,receipt_00312,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
train,receipt_00312,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00312,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00312,What is the total amount due?,10000.0,Indonesian rupiah,amount,-
train,receipt_00312,How much cash was received?,10000.0,Indonesian rupiah,amount,-
train,receipt_00312,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00313,How many positions do contain zero price?,1.0,Indonesian rupiah,count,counting
train,receipt_00313,What is the lowest price in the first 3 positions?,0.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00313,What is the price of the 1st position in thousands?,42.0,Indonesian rupiah,amount,division;sorting
train,receipt_00313,How many positions are with price larger than 28000.0 in the receipt?,0.0,Indonesian rupiah,count,counting;sorting
train,receipt_00313,How many positions are in the receipt?,3.0,Indonesian rupiah,count,counting
train,receipt_00313,How many goods in the 1st position can be bought for 27060?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00313,How many goods are in the 1st position?,3.0,Indonesian rupiah,count,sorting
train,receipt_00313,What would be the price of the 1st position if the quantity in that position were to change to 11?,154000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00313,What is the total quantity of goods sold?,5.0,Indonesian rupiah,count,summation
train,receipt_00313,How much was paid via non-cash means?,70000.0,Indonesian rupiah,amount,-
train,receipt_00313,What is the total amount paid?,70000.0,Indonesian rupiah,amount,-
train,receipt_00314,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00314,How many goods in the 1st position were purchased?,2.0,Indonesian rupiah,count,sorting
train,receipt_00314,What is the price of the 1st position in thousands?,54.544,Indonesian rupiah,amount,division;sorting
train,receipt_00314,What would be the price of the 1st position if the quantity in that position were to change to 7?,190904.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00314,What is the total amount of discounts applied?,0.0,Indonesian rupiah,amount,-
train,receipt_00314,What is the total amount of taxes to be paid?,5454.0,Indonesian rupiah,amount,-
train,receipt_00314,What is the total amount due?,59998.0,Indonesian rupiah,amount,-
train,receipt_00315,What is the total number of positions?,1.0,Indonesian rupiah,count,counting
train,receipt_00315,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
train,receipt_00315,What is the price of the 1st position in thousands?,12.0,Indonesian rupiah,amount,division;sorting
train,receipt_00315,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00315,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00315,What is the cash amount?,12000.0,Indonesian rupiah,amount,-
train,receipt_00315,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00315,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00315,How much was paid in real money after all the reductions applied?,12000.0,Indonesian rupiah,amount,subtraction
train,receipt_00316,What is the total quantity of goods sold?,12.0,Indonesian rupiah,count,summation
train,receipt_00316,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00316,What is the price of the 3rd position in thousands?,69.8,Indonesian rupiah,amount,division;sorting
train,receipt_00316,What is the maximum price in the first 4 positions?,69800.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00316,What is the lowest price of a position?,44400.0,Indonesian rupiah,amount,sorting
train,receipt_00316,How many positions are with unit price lower than 99800.0?,5.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00316,How many goods in the 4th position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00316,Which position has the smallest amount?,3.0,Indonesian rupiah,count,sorting
train,receipt_00316,What is the lowest unit price in the receipt?,14800.0,Indonesian rupiah,amount,division;sorting
train,receipt_00316,How much was charged for the service?,21880.0,Indonesian rupiah,amount,-
train,receipt_00316,How much was paid in real money after all the reductions applied?,505428.0,Indonesian rupiah,amount,subtraction
train,receipt_00316,How much in total was paid in taxes?,45948.0,Indonesian rupiah,amount,-
train,receipt_00317,What is the price of the 1st position in thousands?,34.0,Indonesian rupiah,amount,division;sorting
train,receipt_00317,How many positions were bought?,1.0,Indonesian rupiah,count,counting
train,receipt_00317,How many goods were sold in total?,2.0,Indonesian rupiah,count,summation
train,receipt_00317,How many goods in the 1st position were purchased?,2.0,Indonesian rupiah,count,sorting
train,receipt_00317,How much should be paid for 6 products from the 1st position?,102000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00317,What is ratio of the amount due and the cash received?,0.85,Indonesian rupiah,ratio,division
train,receipt_00317,What is the cash value?,40000.0,Indonesian rupiah,amount,-
train,receipt_00317,What is the total amount due?,34000.0,Indonesian rupiah,amount,-
train,receipt_00317,What is the ratio of change to cash?,0.15,Indonesian rupiah,ratio,division
train,receipt_00317,What is the change amount?,6000.0,Indonesian rupiah,amount,-
train,receipt_00318,How much should be paid for 2 items from the 1st position?,100000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00318,How many goods in the 1st position can be bought for 59872?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00318,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00318,What is the total amount due?,50000.0,Indonesian rupiah,amount,-
train,receipt_00318,How much was paid by card?,50000.0,Indonesian rupiah,amount,-
train,receipt_00319,What is the highest price of a position?,57000.0,Indonesian rupiah,amount,sorting
train,receipt_00319,What is the price of the 2nd position in thousands?,45.0,Indonesian rupiah,amount,division;sorting
train,receipt_00319,How much should be paid for 2 products from the 2nd position?,90000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00319,What is the total price of the first 2 positions?,102000.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00319,What is the greatest unit price in the receipt?,57000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00319,How many positions are with unit price larger than 57000.0?,0.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00319,Which position has the smallest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00319,What is the total amount paid?,140800.0,Indonesian rupiah,amount,-
train,receipt_00319,What is the total amount of taxes to be paid?,12800.0,Indonesian rupiah,amount,-
train,receipt_00320,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00320,What would be the price of the 1st position if the quantity in that position were to change to 4?,74000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00320,What is the price of the 1st position in thousands?,18.5,Indonesian rupiah,amount,division;sorting
train,receipt_00320,How many goods in the 1st position can be bought for 55436?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00320,What is the ratio of change to cash?,0.63,Indonesian rupiah,ratio,division
train,receipt_00320,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00320,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00320,What is the total amount due?,18500.0,Indonesian rupiah,amount,-
train,receipt_00320,What is ratio of the amount due and the cash received?,0.37,Indonesian rupiah,ratio,division
train,receipt_00320,What is the change amount?,31500.0,Indonesian rupiah,amount,-
train,receipt_00320,How much was charged for the service?,0.0,Indonesian rupiah,amount,-
train,receipt_00321,What is the average price of a position?,114615.3846,Indonesian rupiah,amount,counting;division;summation
train,receipt_00321,What is the lowest price in the first 8 positions?,40000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00321,Which position is the lowest by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00321,What would be the price of the 13th position if the quantity in that position were to change to 3?,165000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00321,How many positions are with unit price larger than 150000.0?,2.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00321,How many positions do contain zero price?,0.0,Indonesian rupiah,count,counting
train,receipt_00321,How many goods were sold in total?,15.0,Indonesian rupiah,count,summation
train,receipt_00321,What is the total amount of taxes to be paid?,163900.0,Indonesian rupiah,amount,-
train,receipt_00321,How much was charged for the service?,149000.0,Indonesian rupiah,amount,-
train,receipt_00321,What is the total amount due?,1802900.0,Indonesian rupiah,amount,-
train,receipt_00322,How many goods in the 1st position can be purchased for 48901?,6.0,Indonesian rupiah,count,division;sorting
train,receipt_00322,How many goods were sold in total?,7.0,Indonesian rupiah,count,summation
train,receipt_00322,How many positions are with price larger than or equal to 7500.0 in the receipt?,2.0,Indonesian rupiah,count,counting;sorting
train,receipt_00322,What is the maximum unit price?,8000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00322,What is the mean price in the first 3 positions?,12833.3333,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00322,What is the highest price of a position?,22500.0,Indonesian rupiah,amount,sorting
train,receipt_00322,How much should be paid for 6 products from the 2nd position?,48000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00322,How many positions do contain zero price?,2.0,Indonesian rupiah,count,counting
train,receipt_00322,What is the total number of positions?,4.0,Indonesian rupiah,count,counting
train,receipt_00322,What is the price of the 3rd position in thousands?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00322,How many goods are in the 2nd position?,2.0,Indonesian rupiah,count,sorting
train,receipt_00322,Which position is the smallest by quantity?,3.0,Indonesian rupiah,count,sorting
train,receipt_00322,What share of the cash received was used for the payment?,0.9506,Indonesian rupiah,ratio,division
train,receipt_00322,What is the cash amount?,40500.0,Indonesian rupiah,amount,-
train,receipt_00322,What is the change amount?,2000.0,Indonesian rupiah,amount,-
train,receipt_00322,How much was paid in real money after all the reductions applied?,38500.0,Indonesian rupiah,amount,subtraction
train,receipt_00322,What is the ratio of change to cash?,0.0494,Indonesian rupiah,ratio,division
train,receipt_00323,What is the price of the 1st position in thousands?,43.0,Indonesian rupiah,amount,division;sorting
train,receipt_00323,How many goods in the 1st position can be bought for 14561?,0.0,Indonesian rupiah,count,division;sorting
train,receipt_00323,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00323,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00323,What is the ratio of change to cash?,0.14,Indonesian rupiah,ratio,division
train,receipt_00323,What is ratio of the amount due and the cash received?,0.86,Indonesian rupiah,ratio,division
train,receipt_00323,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
train,receipt_00323,What is the change amount?,7000.0,Indonesian rupiah,amount,-
train,receipt_00323,What is the total amount paid?,43000.0,Indonesian rupiah,amount,-
train,receipt_00324,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00324,How many positions does the receipt contain?,1.0,Indonesian rupiah,count,counting
train,receipt_00324,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00324,What is the total amount of taxes to be paid?,3563.64,Indonesian rupiah,amount,-
train,receipt_00324,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00324,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00324,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00324,How much was paid in real money after all the reductions applied?,39200.0,Indonesian rupiah,amount,subtraction
train,receipt_00324,What is the cash amount?,39200.0,Indonesian rupiah,amount,-
train,receipt_00324,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00325,What is the price of the 3rd position in thousands?,35.0,Indonesian rupiah,amount,division;sorting
train,receipt_00325,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00325,What is the lowest price of a position?,25000.0,Indonesian rupiah,amount,sorting
train,receipt_00325,What would be the price of the 3rd position if the quantity in that position were to change to 4?,140000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00325,How many goods in the 4th position can be purchased for 38776?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00325,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00325,What is the total quantity of goods sold?,4.0,Indonesian rupiah,count,summation
train,receipt_00325,How many positions are in the receipt?,4.0,Indonesian rupiah,count,counting
train,receipt_00325,Which position is the maximum by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00325,What is the maximum unit price in the receipt?,95000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00325,How much was charged for the service?,21600.0,Indonesian rupiah,amount,-
train,receipt_00325,What is the total amount due?,287760.0,Indonesian rupiah,amount,-
train,receipt_00325,How much in total was paid in taxes?,26160.0,Indonesian rupiah,amount,-
train,receipt_00326,What would be the price of the 1st position if the quantity in that position were to change to 4?,134544.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00326,How many goods in the 1st position can be bought for 49837?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00326,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00326,What is the price of the 1st position in thousands?,33.636,Indonesian rupiah,amount,division;sorting
train,receipt_00326,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00326,What is the total number of positions?,1.0,Indonesian rupiah,count,counting
train,receipt_00326,How much in total was paid in taxes?,3364.0,Indonesian rupiah,amount,-
train,receipt_00326,How much was paid in real money after all the reductions applied?,37000.0,Indonesian rupiah,amount,subtraction
train,receipt_00326,How much was paid digitally?,37000.0,Indonesian rupiah,amount,-
train,receipt_00327,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00327,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00327,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00327,How much should be paid for 4 products from the 1st position?,144000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00327,What is the price of the 1st position in thousands?,36.0,Indonesian rupiah,amount,division;sorting
train,receipt_00327,How many goods in the 1st position can be purchased for 114888?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00327,How much was paid in real money after all the reductions applied?,39600.0,Indonesian rupiah,amount,subtraction
train,receipt_00327,What is the total amount of taxes to be paid?,3600.0,Indonesian rupiah,amount,-
train,receipt_00327,What is the total discount amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00327,How much is the service charge on top of the cost of goods?,0.0,Indonesian rupiah,amount,-
train,receipt_00328,How much is the highest unit price?,50000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00328,What is the mean price of a position?,32571.4286,Indonesian rupiah,amount,counting;division;summation
train,receipt_00328,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00328,What is the minimum price in the first 4 positions?,5000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00328,What is the total quantity of goods sold?,9.0,Indonesian rupiah,count,summation
train,receipt_00328,What is the price of the 4th position in thousands?,5.0,Indonesian rupiah,amount,division;sorting
train,receipt_00328,What is the cash value?,228000.0,Indonesian rupiah,amount,-
train,receipt_00328,What is the total amount of discounts applied?,0.0,Indonesian rupiah,amount,-
train,receipt_00328,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00328,What is the total amount paid?,228000.0,Indonesian rupiah,amount,-
train,receipt_00328,What is the quantity of the change?,0.0,Indonesian rupiah,amount,-
train,receipt_00328,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00328,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00329,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00329,How many positions are with price larger than 20000.0 in the receipt?,0.0,Indonesian rupiah,count,counting;sorting
train,receipt_00329,How much is the maximum unit price?,20000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00329,What is the lowest price in the first 2 positions?,10000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00329,How many positions does the receipt contain?,2.0,Indonesian rupiah,count,counting
train,receipt_00329,What is the quantity of products in the 2nd position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00329,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00329,What is the ratio of change to cash?,0.4,Indonesian rupiah,ratio,division
train,receipt_00329,What share of the cash received was used for the payment?,0.6,Indonesian rupiah,ratio,division
train,receipt_00329,What is the quantity of the change?,20000.0,Indonesian rupiah,amount,-
train,receipt_00329,What is the total amount due?,30000.0,Indonesian rupiah,amount,-
train,receipt_00330,How much should be paid for 3 items from the 1st position?,135000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00330,What is the price of the 1st position in thousands?,45.0,Indonesian rupiah,amount,division;sorting
train,receipt_00330,How many goods in the 1st position can be purchased for 165503?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00330,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
